,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
5683,28,Yes,Travel_Frequently,725,Sales,35,18,Technical Degree,1,92-8619110,2,M,132,4,5,Research Scientist,2,Married,16896,21120,2,Yes,No,18,1,4,80,2,38,2,2,10,20,2,8
5684,53,Yes,Travel_Rarely,458,Human Resources,34,18,Technical Degree,1,76-4539992,2,F,90,1,5,Sales Executive,1,Single,11520,14400,2,Yes,No,16,1,1,80,3,21,3,2,6,20,9,6
5685,23,Yes,Travel_Frequently,153,Human Resources,40,16,Medical,1,35-7686909,2,M,61,3,1,Sales Representative,1,Married,7808,9760,3,Yes,No,15,1,2,80,1,24,0,2,21,17,13,8
5686,55,No,Travel_Frequently,1390,Human Resources,18,16,Medical,1,70-3733816,4,F,38,3,3,Healthcare Representative,3,Single,4864,6080,2,Yes,No,15,4,3,80,2,35,6,1,32,16,8,0
5687,42,,Travel_Rarely,1348,Research & Development,49,12,Human Resources,1,24-0053918,3,F,51,1,5,Human Resources,1,Married,6528,8160,3,Yes,No,16,2,1,80,2,4,5,2,38,11,0,6
5688,42,No,Non-Travel,862,Research & Development,31,14,Technical Degree,1,32-5877205,3,M,133,4,5,Sales Executive,1,Married,17024,21280,3,Yes,No,22,1,4,80,3,14,0,1,18,10,10,5
5689,47,Yes,Non-Travel,716,Human Resources,34,16,Medical,1,70-1487197,4,F,37,4,1,Laboratory Technician,1,Married,4736,5920,4,Yes,No,17,3,2,80,1,6,0,4,8,15,13,7
5690,40,Yes,Travel_Frequently,444,Sales,42,12,Technical Degree,1,76-3588375,1,F,84,1,3,Human Resources,4,Married,10752,13440,8,Yes,No,25,2,3,80,1,33,0,1,32,5,2,14
5691,23,No,Non-Travel,1112,Research & Development,45,16,Sales,1,76-8598587,3,F,74,1,3,Laboratory Technician,2,Married,9472,11840,6,Yes,No,17,4,4,80,2,0,2,2,13,16,3,11
5692,23,No,Non-Travel,783,Human Resources,50,14,Medical,1,43-0310163,2,M,40,1,1,Sales Representative,1,Married,5120,6400,7,Yes,No,11,4,2,80,0,19,5,2,4,7,13,9
5693,39,Yes,Non-Travel,612,Research & Development,21,20,Other,1,21-1309771,4,M,127,2,5,Research Scientist,4,Married,16256,20320,7,Yes,No,11,3,4,80,3,2,4,3,13,16,4,13
5694,21,,Travel_Rarely,1226,Human Resources,8,16,Human Resources,1,11-4533240,2,M,125,1,5,Manager,2,Married,16000,20000,0,Yes,No,14,3,2,80,3,1,3,1,30,9,1,12
5695,60,No,Travel_Rarely,900,Sales,17,18,Human Resources,1,74-6794016,2,F,103,3,1,Laboratory Technician,1,Single,13184,16480,1,Yes,No,11,3,3,80,1,10,5,2,36,17,1,14
5696,55,No,Travel_Frequently,1461,Research & Development,13,20,Life Sciences,1,30-2528283,1,F,149,3,5,Research Director,3,Single,19072,23840,3,Yes,No,15,4,3,80,3,32,0,4,39,13,15,1
5697,18,Yes,Travel_Rarely,458,Human Resources,38,14,Other,1,85-4954281,4,M,51,1,5,Manufacturing Director,4,Married,6528,8160,5,Yes,No,23,2,1,80,3,22,0,3,36,19,3,14
5698,51,No,Non-Travel,1286,Sales,11,14,Technical Degree,1,17-0886733,1,M,66,1,4,Manufacturing Director,4,Single,8448,10560,2,Yes,No,22,3,2,80,2,32,0,1,12,17,9,7
5699,39,No,Travel_Frequently,1496,Research & Development,12,16,Medical,1,20-9956111,2,M,68,3,1,Sales Representative,1,Single,8704,10880,2,Yes,No,17,1,1,80,0,33,4,3,11,19,6,5
5700,26,No,Non-Travel,945,Sales,28,16,Life Sciences,1,20-0266935,2,F,98,2,5,Sales Executive,3,Married,12544,15680,7,Yes,No,18,4,4,80,3,40,5,2,18,20,13,15
5701,50,Yes,Travel_Frequently,549,Human Resources,48,18,Sales,1,27-5409212,1,F,110,4,2,Research Scientist,1,Single,14080,17600,4,Yes,No,20,2,4,80,0,8,1,1,15,5,14,2
5702,47,Yes,Travel_Rarely,873,Sales,19,12,Sales,1,06-1032476,2,F,44,3,4,Healthcare Representative,4,Married,5632,7040,1,Yes,No,20,3,2,80,2,24,5,4,39,18,12,16
5703,32,No,Travel_Rarely,1135,Human Resources,27,16,Life Sciences,1,10-2642510,1,F,50,2,3,Manager,2,Single,6400,8000,2,Yes,No,13,3,3,80,1,7,0,2,28,8,12,17
5704,19,Yes,Non-Travel,805,Human Resources,21,18,Life Sciences,1,18-7146880,2,M,38,3,1,Laboratory Technician,2,Single,4864,6080,7,Yes,No,20,3,4,80,1,39,1,4,23,18,13,2
5705,30,,Non-Travel,1181,Sales,44,14,Sales,1,48-1742619,4,F,82,3,4,Manager,2,Married,10496,13120,7,Yes,No,13,4,3,80,2,0,5,3,0,19,7,4
5706,18,No,Travel_Rarely,1063,Sales,37,18,Sales,1,37-9400149,1,F,42,4,5,Manager,2,Married,5376,6720,2,Yes,No,21,4,1,80,3,38,4,2,7,16,12,1
5707,27,No,Travel_Rarely,1022,Research & Development,10,12,Human Resources,1,70-5060814,2,M,40,4,4,Human Resources,2,Married,5120,6400,6,Yes,No,10,4,1,80,2,28,1,1,16,3,8,7
5708,45,Yes,Non-Travel,1448,Sales,6,16,Sales,1,25-0293774,3,F,99,1,4,Healthcare Representative,3,Single,12672,15840,8,Yes,No,18,1,4,80,2,31,6,2,3,0,7,10
5709,47,No,Travel_Rarely,901,Sales,7,16,Life Sciences,1,74-8914931,1,F,97,3,1,Laboratory Technician,2,Single,12416,15520,0,Yes,No,24,1,2,80,0,5,1,3,17,16,6,17
5710,18,No,Non-Travel,559,Research & Development,17,16,Medical,1,79-2179411,3,M,48,2,2,Sales Representative,2,Single,6144,7680,3,Yes,No,11,3,4,80,1,5,4,4,16,1,4,3
5711,45,Yes,Non-Travel,366,Sales,40,20,Life Sciences,1,95-3277529,3,M,148,3,5,Research Director,4,Single,18944,23680,1,Yes,No,17,3,2,80,3,5,5,4,8,20,4,2
5712,47,No,Travel_Frequently,724,Sales,48,14,Technical Degree,1,78-1890635,3,F,49,4,3,Sales Representative,3,Single,6272,7840,4,Yes,No,25,1,2,80,2,35,0,1,2,5,5,1
5713,32,No,Travel_Rarely,958,Human Resources,28,20,Life Sciences,1,89-0372109,2,M,78,4,5,Research Scientist,1,Married,9984,12480,3,Yes,No,15,2,4,80,2,33,3,4,8,13,13,5
5714,44,Yes,Travel_Frequently,1359,Research & Development,4,14,Other,1,45-3123850,3,M,58,2,2,Sales Executive,1,Single,7424,9280,7,Yes,No,19,3,3,80,0,34,3,1,9,1,9,2
5715,57,Yes,Travel_Frequently,1160,Human Resources,16,14,Medical,1,05-0804406,1,M,134,1,5,Manufacturing Director,4,Married,17152,21440,1,Yes,No,15,3,1,80,2,3,1,2,33,15,14,1
5716,22,No,Non-Travel,516,Human Resources,37,14,Technical Degree,1,06-5877520,3,M,55,2,1,Healthcare Representative,2,Married,7040,8800,1,Yes,No,12,3,4,80,1,20,5,4,36,0,2,12
5717,25,Yes,Non-Travel,652,Human Resources,42,18,Medical,1,44-2297644,1,M,66,3,5,Sales Executive,4,Single,8448,10560,8,Yes,No,25,1,1,80,3,30,6,4,15,10,7,11
5718,43,Yes,Non-Travel,804,Sales,44,14,Other,1,31-9504406,4,M,95,4,5,Manufacturing Director,4,Married,12160,15200,8,Yes,No,17,2,4,80,3,19,5,4,7,6,2,6
5719,36,No,Non-Travel,816,Human Resources,14,14,Life Sciences,1,03-7906936,4,F,125,4,1,Laboratory Technician,2,Married,16000,20000,4,Yes,No,11,4,4,80,1,15,4,1,13,10,4,7
5720,58,,Travel_Rarely,671,Sales,22,14,Technical Degree,1,57-8061282,2,F,49,4,1,Laboratory Technician,1,Married,6272,7840,1,Yes,No,14,2,3,80,1,22,4,4,20,11,3,0
5721,31,Yes,Travel_Frequently,623,Research & Development,40,16,Technical Degree,1,28-9053483,4,F,139,3,1,Sales Representative,3,Single,17792,22240,3,Yes,No,22,2,3,80,0,36,5,4,26,2,6,16
5722,41,No,Travel_Rarely,508,Human Resources,23,14,Sales,1,86-1553638,2,F,49,2,5,Sales Executive,3,Single,6272,7840,7,Yes,No,15,3,2,80,3,22,5,3,9,20,9,13
5723,52,No,Travel_Rarely,428,Research & Development,15,14,Medical,1,34-0214240,3,F,80,4,2,Sales Representative,3,Married,10240,12800,5,Yes,No,11,1,4,80,1,26,1,4,5,9,15,15
5724,37,No,Travel_Frequently,586,Sales,30,16,Life Sciences,1,32-6127599,4,F,83,1,2,Sales Representative,1,Married,10624,13280,5,Yes,No,17,4,3,80,1,3,0,2,10,10,2,14
5725,43,Yes,Travel_Frequently,367,Research & Development,35,14,Life Sciences,1,22-0935265,1,F,33,2,2,Human Resources,3,Single,4224,5280,8,Yes,No,21,3,3,80,1,38,3,4,16,11,0,17
5726,57,No,Non-Travel,1464,Sales,44,14,Human Resources,1,47-1704562,3,M,92,1,4,Manager,3,Single,11776,14720,7,Yes,No,24,3,4,80,3,39,0,3,0,5,14,4
5727,38,,Non-Travel,829,Research & Development,4,12,Sales,1,16-4635673,2,M,41,4,2,Sales Representative,2,Single,5248,6560,5,Yes,No,22,1,3,80,0,38,3,4,35,16,11,12
5728,34,No,Travel_Frequently,1229,Human Resources,30,18,Other,1,75-6121919,1,F,65,1,2,Manager,1,Single,8320,10400,6,Yes,No,20,4,3,80,0,33,1,1,25,18,9,4
5729,28,No,Travel_Frequently,789,Human Resources,38,14,Life Sciences,1,67-2153224,2,F,79,2,5,Manufacturing Director,1,Single,10112,12640,1,Yes,No,16,3,4,80,2,33,4,4,0,5,6,13
5730,37,No,Travel_Frequently,589,Sales,12,16,Other,1,54-4501662,1,M,48,3,2,Sales Representative,2,Single,6144,7680,6,Yes,No,21,4,1,80,1,10,0,4,8,6,7,10
5731,37,No,Non-Travel,209,Human Resources,30,14,Medical,1,66-3318196,4,M,67,1,3,Manufacturing Director,2,Married,8576,10720,3,Yes,No,24,4,3,80,1,17,2,3,6,20,11,0
5732,23,Yes,Travel_Rarely,1262,Sales,16,14,Life Sciences,1,29-1638263,3,M,68,2,1,Sales Representative,4,Single,8704,10880,2,Yes,No,14,1,1,80,0,30,1,1,35,13,6,9
5733,32,Yes,Travel_Frequently,841,Human Resources,8,14,Human Resources,1,08-4715453,2,F,94,4,4,Laboratory Technician,4,Married,12032,15040,6,Yes,No,10,3,2,80,3,6,5,1,4,3,2,10
5734,45,No,Travel_Frequently,314,Human Resources,39,18,Medical,1,30-0904299,4,F,111,2,5,Manager,1,Single,14208,17760,4,Yes,No,15,3,3,80,2,29,1,2,22,6,0,5
5735,58,No,Travel_Rarely,843,Human Resources,46,16,Medical,1,22-7381435,1,M,40,4,1,Laboratory Technician,4,Single,5120,6400,1,Yes,No,11,3,3,80,0,6,3,2,2,6,0,5
5736,33,No,Travel_Rarely,1138,Human Resources,5,14,Technical Degree,1,78-4494016,1,F,39,1,2,Human Resources,2,Single,4992,6240,3,Yes,No,24,2,3,80,1,30,1,1,14,0,14,15
5737,41,Yes,Non-Travel,119,Human Resources,43,16,Human Resources,1,28-0610191,2,M,115,2,2,Sales Executive,3,Married,14720,18400,4,Yes,No,22,3,4,80,0,6,6,2,11,14,11,14
5738,57,Yes,Travel_Frequently,537,Sales,15,16,Human Resources,1,29-5791200,1,F,149,1,5,Manufacturing Director,4,Single,19072,23840,0,Yes,No,25,3,3,80,2,3,4,1,3,19,2,8
5739,45,Yes,Travel_Rarely,1441,Research & Development,48,20,Other,1,80-4652568,4,M,59,2,4,Research Director,1,Single,7552,9440,1,Yes,No,15,2,4,80,2,6,0,4,26,16,11,1
5740,19,No,Non-Travel,207,Research & Development,22,16,Life Sciences,1,98-5705542,2,F,68,3,3,Manufacturing Director,4,Single,8704,10880,1,Yes,No,17,2,2,80,1,31,4,2,8,18,7,6
5741,24,,Travel_Rarely,908,Sales,37,14,Other,1,92-5311854,2,F,77,3,5,Human Resources,2,Single,9856,12320,4,Yes,No,19,3,2,80,3,3,2,4,6,0,8,13
5742,25,,Travel_Rarely,1174,Human Resources,9,14,Sales,1,84-4409665,3,M,108,2,5,Manufacturing Director,4,Married,13824,17280,2,Yes,No,20,2,1,80,2,32,4,2,38,11,7,9
5743,27,Yes,Travel_Frequently,562,Sales,13,14,Human Resources,1,85-9926251,2,F,70,2,4,Manufacturing Director,2,Single,8960,11200,6,Yes,No,13,1,4,80,2,27,4,4,26,18,0,13
5744,24,No,Travel_Frequently,1406,Sales,2,14,Technical Degree,1,89-9743039,1,M,95,3,5,Sales Executive,4,Married,12160,15200,4,Yes,No,14,4,3,80,2,23,6,4,29,10,14,11
5745,58,,Travel_Frequently,1327,Research & Development,49,20,Sales,1,20-0258740,2,M,101,3,3,Research Scientist,3,Married,12928,16160,6,Yes,No,22,2,2,80,1,28,3,1,30,12,5,3
5746,18,Yes,Non-Travel,897,Human Resources,3,16,Technical Degree,1,19-9250225,3,M,89,4,5,Research Director,3,Single,11392,14240,8,Yes,No,24,1,4,80,2,39,1,2,28,15,11,13
5747,54,,Travel_Frequently,1409,Sales,41,14,Other,1,12-0344929,4,F,130,1,3,Sales Executive,4,Single,16640,20800,2,Yes,No,18,3,1,80,1,3,5,1,20,11,5,16
5748,59,Yes,Travel_Rarely,1005,Sales,42,16,Other,1,75-5640536,1,F,76,4,3,Sales Representative,1,Married,9728,12160,3,Yes,No,24,3,2,80,2,22,6,3,40,20,11,12
5749,22,No,Travel_Frequently,151,Sales,43,20,Life Sciences,1,70-4659435,2,F,121,4,4,Research Director,2,Single,15488,19360,5,Yes,No,10,2,2,80,3,27,3,1,40,16,8,6
5750,27,Yes,Non-Travel,1149,Research & Development,22,14,Human Resources,1,11-9626657,1,F,127,4,4,Manager,4,Married,16256,20320,8,Yes,No,20,1,2,80,3,11,4,2,39,11,4,9
5751,41,Yes,Travel_Frequently,916,Research & Development,50,14,Medical,1,90-2340697,3,F,71,2,4,Healthcare Representative,4,Married,9088,11360,0,Yes,No,19,2,3,80,2,27,5,4,6,0,10,1
5752,60,Yes,Travel_Rarely,215,Sales,45,14,Technical Degree,1,35-4185146,1,M,147,3,2,Manufacturing Director,4,Married,18816,23520,4,Yes,No,15,1,3,80,0,29,6,2,38,10,14,0
5753,24,,Travel_Rarely,1291,Human Resources,15,16,Technical Degree,1,76-3824180,1,M,79,2,2,Research Director,3,Married,10112,12640,1,Yes,No,18,3,4,80,1,27,1,2,39,20,0,12
5754,56,No,Travel_Rarely,1075,Research & Development,16,16,Medical,1,50-1295019,4,F,131,1,3,Sales Executive,3,Single,16768,20960,6,Yes,No,10,1,3,80,1,3,4,4,0,8,13,17
5755,50,No,Non-Travel,262,Human Resources,9,16,Sales,1,98-0342734,1,M,49,3,1,Laboratory Technician,3,Married,6272,7840,3,Yes,No,12,4,4,80,1,25,2,3,12,6,9,3
5756,28,No,Travel_Frequently,684,Sales,27,16,Other,1,74-2837470,4,F,31,4,3,Sales Representative,3,Married,3968,4960,7,Yes,No,11,3,1,80,1,1,4,3,35,1,14,8
5757,39,No,Travel_Rarely,694,Human Resources,27,16,Other,1,86-3982149,1,M,145,1,1,Laboratory Technician,4,Single,18560,23200,4,Yes,No,12,4,2,80,0,11,4,3,29,4,11,10
5758,33,Yes,Travel_Frequently,530,Research & Development,7,18,Technical Degree,1,61-9160743,2,M,144,2,3,Research Director,4,Single,18432,23040,2,Yes,No,12,3,3,80,2,25,6,3,0,17,3,0
5759,60,No,Non-Travel,487,Research & Development,27,14,Life Sciences,1,57-2637107,2,F,36,1,1,Human Resources,3,Married,4608,5760,0,Yes,No,11,3,3,80,1,35,2,2,13,19,1,15
5760,24,No,Travel_Frequently,423,Research & Development,20,14,Other,1,66-3022138,1,F,113,1,5,Manufacturing Director,2,Single,14464,18080,8,Yes,No,14,3,3,80,2,25,5,1,20,17,1,3
5761,19,No,Travel_Rarely,294,Research & Development,17,16,Medical,1,06-1295119,1,M,123,4,1,Healthcare Representative,3,Married,15744,19680,2,Yes,No,19,4,1,80,0,12,1,1,38,9,7,13
5762,41,Yes,Non-Travel,249,Sales,20,14,Other,1,42-4377232,2,M,35,1,4,Laboratory Technician,4,Single,4480,5600,6,Yes,No,24,2,4,80,3,31,3,1,7,18,7,6
5763,23,No,Non-Travel,1032,Research & Development,2,16,Other,1,61-8769647,2,F,62,2,1,Healthcare Representative,3,Single,7936,9920,8,Yes,No,17,4,2,80,0,31,1,2,25,11,11,13
5764,35,No,Travel_Frequently,723,Sales,30,16,Human Resources,1,91-4973808,2,M,57,1,1,Laboratory Technician,1,Married,7296,9120,0,Yes,No,25,3,2,80,1,20,2,4,19,15,0,17
5765,30,Yes,Travel_Rarely,911,Sales,2,20,Sales,1,84-8327978,1,F,71,2,3,Research Scientist,1,Married,9088,11360,3,Yes,No,20,2,4,80,2,31,5,3,33,18,0,2
5766,22,Yes,Travel_Frequently,1264,Human Resources,21,14,Life Sciences,1,18-2385856,1,M,88,3,4,Manufacturing Director,4,Single,11264,14080,5,Yes,No,14,2,3,80,2,31,3,2,5,0,1,11
5767,60,Yes,Travel_Rarely,1481,Research & Development,4,16,Sales,1,37-3727647,2,F,144,4,2,Manager,2,Married,18432,23040,4,Yes,No,16,3,3,80,1,26,3,2,21,17,2,12
5768,40,No,Non-Travel,730,Research & Development,35,16,Life Sciences,1,03-4353210,1,M,77,2,1,Human Resources,3,Single,9856,12320,7,Yes,No,17,4,2,80,0,23,5,3,10,1,11,1
5769,33,No,Non-Travel,426,Sales,28,20,Technical Degree,1,46-3564028,1,M,89,1,5,Research Scientist,1,Married,11392,14240,0,Yes,No,13,4,4,80,2,25,2,3,30,10,6,13
5770,52,,Non-Travel,929,Human Resources,13,18,Medical,1,48-9217710,2,F,125,3,3,Research Scientist,2,Married,16000,20000,6,Yes,No,10,4,1,80,2,4,3,3,26,6,8,13
5771,29,Yes,Travel_Rarely,1193,Human Resources,36,16,Human Resources,1,55-3992897,3,M,109,4,5,Sales Executive,2,Single,13952,17440,6,Yes,No,16,2,3,80,3,2,4,4,39,15,1,6
5772,49,Yes,Non-Travel,156,Research & Development,28,18,Human Resources,1,13-0997162,1,F,98,4,1,Laboratory Technician,4,Single,12544,15680,2,Yes,No,19,2,3,80,1,25,0,2,9,11,10,11
5773,57,Yes,Travel_Frequently,1444,Research & Development,13,12,Sales,1,85-6518729,3,M,52,2,1,Healthcare Representative,3,Married,6656,8320,4,Yes,No,10,3,2,80,0,17,1,4,37,0,8,12
5774,23,Yes,Travel_Rarely,673,Sales,49,18,Human Resources,1,15-1522268,1,F,136,1,4,Research Director,4,Single,17408,21760,3,Yes,No,17,2,2,80,3,10,1,3,4,13,14,1
5775,29,No,Travel_Rarely,1127,Human Resources,14,16,Technical Degree,1,06-3096781,4,M,102,2,3,Sales Executive,1,Single,13056,16320,3,Yes,No,14,4,4,80,1,24,3,3,21,9,13,1
5776,45,Yes,Non-Travel,1384,Research & Development,41,18,Human Resources,1,64-4949805,4,F,138,3,3,Research Scientist,3,Married,17664,22080,6,Yes,No,25,3,4,80,2,12,5,2,34,3,11,6
5777,27,No,Travel_Frequently,308,Human Resources,49,20,Medical,1,09-0560816,1,F,96,1,4,Research Director,1,Married,12288,15360,6,Yes,No,23,3,4,80,2,21,4,2,26,3,10,10
5778,25,No,Travel_Rarely,593,Research & Development,5,18,Medical,1,27-2610626,1,F,32,2,3,Sales Representative,4,Married,4096,5120,6,Yes,No,16,4,2,80,1,37,6,4,14,14,12,4
5779,33,No,Non-Travel,969,Research & Development,40,14,Medical,1,34-8608298,3,F,56,3,2,Manufacturing Director,4,Single,7168,8960,5,Yes,No,23,4,3,80,1,5,0,1,12,12,1,15
5780,34,No,Travel_Frequently,323,Sales,8,16,Human Resources,1,55-0165186,3,M,55,2,4,Human Resources,1,Single,7040,8800,1,Yes,No,22,4,3,80,2,9,6,3,6,0,9,0
5781,21,Yes,Travel_Frequently,318,Sales,20,14,Human Resources,1,61-7527367,3,M,67,2,3,Healthcare Representative,4,Married,8576,10720,0,Yes,No,13,2,1,80,2,28,6,4,10,7,11,12
5782,54,Yes,Non-Travel,1287,Human Resources,35,18,Other,1,44-8174816,3,F,70,4,2,Research Scientist,4,Single,8960,11200,4,Yes,No,23,2,4,80,1,34,6,3,17,5,13,12
5783,33,No,Travel_Frequently,1071,Human Resources,9,14,Life Sciences,1,64-4638588,1,F,142,2,3,Manufacturing Director,1,Single,18176,22720,6,Yes,No,18,4,3,80,2,38,3,1,14,19,12,2
5784,39,No,Travel_Rarely,387,Research & Development,39,12,Other,1,71-7723146,1,F,37,2,4,Human Resources,3,Single,4736,5920,5,Yes,No,16,3,4,80,3,20,5,2,12,10,4,4
5785,37,No,Travel_Frequently,727,Research & Development,18,16,Other,1,82-1089288,4,M,99,4,4,Research Director,1,Married,12672,15840,8,Yes,No,19,3,2,80,3,29,6,2,9,7,1,5
5786,53,No,Non-Travel,319,Sales,35,12,Life Sciences,1,77-9304348,1,F,61,4,2,Healthcare Representative,3,Married,7808,9760,3,Yes,No,17,1,1,80,0,9,5,4,15,19,1,0
5787,60,No,Travel_Rarely,646,Research & Development,15,14,Life Sciences,1,47-2193861,2,M,67,4,1,Human Resources,1,Married,8576,10720,0,Yes,No,12,4,2,80,1,10,4,4,40,2,14,8
5788,52,No,Travel_Frequently,524,Research & Development,30,16,Sales,1,50-5199925,3,F,104,4,2,Manager,2,Single,13312,16640,1,Yes,No,20,4,4,80,0,31,6,2,17,6,6,11
5789,31,Yes,Non-Travel,622,Research & Development,35,16,Medical,1,55-3063639,3,F,53,3,4,Manager,2,Single,6784,8480,3,Yes,No,19,1,1,80,2,16,6,1,6,4,13,13
5790,60,Yes,Non-Travel,840,Human Resources,48,18,Medical,1,07-5496738,3,M,148,3,2,Sales Executive,1,Single,18944,23680,2,Yes,No,11,1,1,80,1,27,6,3,17,11,8,0
5791,33,Yes,Travel_Rarely,152,Human Resources,20,20,Human Resources,1,76-2003922,3,M,84,1,5,Research Director,4,Married,10752,13440,5,Yes,No,21,3,3,80,3,12,5,4,9,13,14,2
5792,51,No,Travel_Rarely,1292,Sales,34,16,Life Sciences,1,60-8371574,1,M,77,1,4,Manufacturing Director,2,Single,9856,12320,7,Yes,No,15,4,3,80,3,31,4,1,38,4,11,5
5793,53,Yes,Non-Travel,365,Sales,13,16,Other,1,26-5684003,3,F,103,1,3,Manager,2,Single,13184,16480,3,Yes,No,22,1,3,80,2,29,5,1,38,16,1,14
5794,39,No,Travel_Frequently,1141,Human Resources,1,20,Life Sciences,1,08-1377553,1,F,61,4,3,Research Scientist,2,Married,7808,9760,0,Yes,No,12,4,3,80,2,24,0,1,35,14,7,2
5795,51,No,Travel_Rarely,151,Research & Development,5,12,Technical Degree,1,44-1765960,2,F,43,3,1,Healthcare Representative,4,Single,5504,6880,7,Yes,No,19,4,2,80,1,1,6,3,31,5,4,12
5796,49,Yes,Travel_Rarely,834,Sales,40,16,Life Sciences,1,41-6194691,3,F,59,3,5,Research Director,4,Single,7552,9440,5,Yes,No,23,2,1,80,3,36,2,3,24,20,14,17
5797,20,Yes,Non-Travel,1217,Human Resources,30,16,Sales,1,23-9123271,1,F,73,4,5,Research Director,3,Single,9344,11680,6,Yes,No,17,2,1,80,2,21,2,3,6,19,0,13
5798,45,,Travel_Rarely,163,Human Resources,8,20,Other,1,85-7800227,4,F,123,1,2,Research Director,4,Single,15744,19680,0,Yes,No,14,4,3,80,0,22,5,1,17,4,10,10
5799,38,No,Travel_Rarely,292,Research & Development,3,16,Medical,1,16-0651783,1,M,133,3,5,Research Director,3,Married,17024,21280,8,Yes,No,15,2,3,80,2,18,1,4,15,11,1,15
5800,18,No,Non-Travel,397,Research & Development,28,14,Human Resources,1,72-9226016,1,F,93,1,3,Manager,2,Married,11904,14880,5,Yes,No,11,3,4,80,2,20,3,4,0,2,2,8
5801,20,No,Travel_Rarely,303,Sales,33,16,Other,1,59-7444296,4,F,144,3,5,Sales Executive,1,Married,18432,23040,1,Yes,No,17,3,4,80,3,28,0,4,10,18,6,9
5802,51,No,Travel_Frequently,1081,Human Resources,4,18,Medical,1,89-4779554,4,M,104,4,3,Manager,4,Single,13312,16640,0,Yes,No,23,3,2,80,2,38,4,4,12,1,8,12
5803,56,Yes,Travel_Frequently,1407,Human Resources,21,16,Life Sciences,1,68-0759432,4,M,113,4,3,Manager,4,Married,14464,18080,6,Yes,No,15,2,2,80,1,32,2,2,18,8,2,1
5804,43,Yes,Non-Travel,1393,Research & Development,37,16,Other,1,20-9756090,2,F,131,1,2,Sales Executive,3,Single,16768,20960,6,Yes,No,25,1,3,80,1,8,4,2,39,15,13,8
5805,33,No,Non-Travel,988,Human Resources,46,14,Other,1,38-9203769,4,F,48,1,5,Manager,4,Married,6144,7680,1,Yes,No,16,3,2,80,2,36,0,1,22,16,9,14
5806,46,No,Non-Travel,1136,Human Resources,5,16,Sales,1,23-1595324,1,M,74,3,5,Manager,4,Single,9472,11840,0,Yes,No,10,4,3,80,3,31,0,1,3,18,8,0
5807,41,No,Travel_Frequently,1303,Sales,11,14,Medical,1,54-2434142,4,M,30,2,2,Sales Representative,3,Single,3840,4800,4,Yes,No,19,4,3,80,0,32,2,4,37,7,10,9
5808,26,No,Travel_Frequently,239,Human Resources,34,14,Sales,1,56-5445346,2,M,141,2,1,Sales Representative,1,Single,18048,22560,8,Yes,No,21,2,1,80,0,11,4,1,37,15,6,11
5809,39,No,Travel_Rarely,773,Human Resources,22,16,Other,1,72-4843866,2,F,83,3,2,Healthcare Representative,4,Single,10624,13280,4,Yes,No,17,3,3,80,0,18,2,2,36,15,11,16
5810,56,Yes,Non-Travel,140,Research & Development,17,16,Life Sciences,1,64-8352042,2,M,109,2,4,Research Scientist,1,Married,13952,17440,2,Yes,No,17,2,3,80,3,18,2,3,12,10,7,3
5811,26,Yes,Non-Travel,949,Research & Development,24,16,Technical Degree,1,25-7176831,3,M,42,3,1,Sales Representative,4,Single,5376,6720,8,Yes,No,14,1,2,80,0,30,0,3,8,10,10,8
5812,19,Yes,Travel_Frequently,1451,Sales,42,14,Medical,1,17-9871865,3,F,138,1,5,Human Resources,2,Married,17664,22080,4,Yes,No,15,2,2,80,3,15,4,1,32,8,14,16
5813,44,Yes,Travel_Rarely,692,Sales,25,14,Medical,1,56-4954498,1,M,48,3,1,Healthcare Representative,4,Married,6144,7680,7,Yes,No,15,3,3,80,0,34,3,3,12,10,3,15
5814,46,No,Travel_Rarely,212,Research & Development,25,16,Other,1,22-0569237,4,F,98,1,2,Manufacturing Director,4,Single,12544,15680,2,Yes,No,21,3,3,80,0,15,0,2,12,10,2,5
5815,23,No,Non-Travel,1000,Sales,19,12,Sales,1,18-4200257,4,M,42,2,2,Sales Representative,2,Married,5376,6720,6,Yes,No,20,1,2,80,1,10,6,4,33,3,4,8
5816,25,Yes,Travel_Frequently,1456,Human Resources,17,18,Life Sciences,1,96-9992782,1,F,69,3,5,Manager,4,Single,8832,11040,8,Yes,No,13,2,4,80,3,0,3,3,4,8,3,9
5817,24,Yes,Travel_Rarely,1496,Research & Development,6,16,Medical,1,21-0143928,1,M,55,4,2,Manager,3,Married,7040,8800,4,Yes,No,23,1,1,80,1,40,2,3,21,7,10,13
5818,60,No,Non-Travel,1464,Research & Development,35,18,Other,1,86-9814669,1,F,56,2,1,Laboratory Technician,2,Married,7168,8960,3,Yes,No,12,3,3,80,1,32,2,4,4,7,2,2
